date,capital,strat scalar,ADBE units,AMD units,AES units,AFL units,A units,ADBE w,AMD w,AES w,AFL w,A w,nominal,leverage,daily pnl,nominal ret,capital ret,cum ret,drawdown
2021-12-15,9791.257688713527,2.0,0.0,11.30116530476124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1655.6207171475216,0.16909173160215882,146.75930557313845,0.08038343219662858,0.015216893584604594,0.979125768871353,-0.04454133911042313
2021-12-16,9702.43052252042,2.0,0.0,11.981920952085975,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1661.1735134840153,0.1712121008883544,-88.82716619310725,-0.053651881299328075,-0.009072089512616868,0.9702430522520423,-0.053209345607618364
2021-12-17,9691.766620186248,2.0,0.0,12.427894489863387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1711.9424659786816,0.176638845431235,-10.663902334172343,-0.0064194993765622765,-0.0010990959749127087,0.9691766620186251,-0.054249959404946035
2021-12-20,9667.532263857938,2.0,3.099502724146237,12.593011477075228,0.0,0.0,0.0,0.4991041205898542,0.5008958794101458,0.0,0.0,0.0,3414.1446702086764,0.3531557565080443,-24.234356328309502,-0.014156057700487779,-0.0025005096880721047,0.9667532263857941,-0.05661481654394862
2021-12-21,9797.964318520537,2.0,3.081307474537607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1717.8906033859932,0.175331379819251,130.43205466259786,0.03820343519732152,0.013491763058316128,0.979796431852054,-0.043886887176033285
2021-12-22,9817.869444442476,2.0,3.0635227042863824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1727.7654749290061,0.17598171219388425,19.905125921939717,0.011586957797374398,0.0020315572985210827,0.9817869444442479,-0.041944488603464114
2021-12-23,9835.147757370472,2.0,3.027285597954936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1724.4024075254226,0.17533060509773768,17.278312927996062,0.010000380942156495,0.0017598841607917894,0.9835147757370474,-0.040258421883798245
2021-12-27,9859.547671899156,2.0,2.975453584152789,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1718.8600047005102,0.17433457009386535,24.399914528682803,0.014149779901837078,0.002480889472188902,0.9859547671899156,-0.037877409106627846
2021-12-28,9834.791876286132,2.0,3.0587927637873342,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1741.554203183422,0.17708094132451305,-24.755795613024137,-0.014402450196831174,-0.002510844963362869,0.9834791876286132,-0.04029314976811005
2021-12-29,9834.5777383894,2.0,3.068442383630477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1746.8334971551644,0.1776216065013526,-0.21413789673242628,-0.0001229579282350235,-2.1773505675169882e-05,0.98345777383894,-0.04031404595066013
2021-12-30,9838.382764262704,2.0,2.5052794449643554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1429.3371551323723,0.1452817184877527,3.8050258733044675,0.002178241875657516,0.00038690282130280756,0.9838382764262704,-0.039942740747473726
2021-12-31,9829.689365075414,2.0,1.9623116986135098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1112.748467024977,0.11320281096354258,-8.693399187289947,-0.006082119362862848,-0.0008836207530843501,0.9829689365075415,-0.04079106726589843
2022-01-03,9824.410741815343,2.0,1.970962163082421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1112.3519063549872,0.11322326962781772,-5.278623260070387,-0.004743770417570792,-0.0005370081458347118,0.9824410741815345,-0.0413061702763341
2022-01-04,9803.971873808017,2.0,2.070891647004986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1147.2739724407622,0.11702134473741028,-20.43886800732602,-0.0183744621558668,-0.0020804166829398395,0.980397187380802,-0.043300652913522586
2022-01-05,9722.026676168367,2.0,1.486526240341544,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,764.7136829312572,0.07865784659959862,-81.94519763965073,-0.07142600600039484,-0.00835836727138854,0.9722026676168369,-0.051297097424768956
2022-01-06,9721.565856663075,2.0,1.48743607306486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,764.7206266212344,0.07866228937770366,-0.4608195052914247,-0.0006026039752878853,-4.7399531048502805e-05,0.9721565856663078,-0.05134206549745535
2022-01-07,9716.478850713243,2.0,1.5207221959760577,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,776.632844048476,0.07992945345540138,-5.087005949831744,-0.006652110290666147,-0.0005232702246567809,0.9716478850713246,-0.05183846994796493
2022-01-10,9739.487384963762,2.0,1.590829815817667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,836.5060692384368,0.0858881002844021,23.0085342505191,0.0296260123774561,0.002367990977393023,0.9739487384963765,-0.04959323199969057
2022-01-11,9745.94615013212,2.0,0.3161423162533989,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,167.5206565905045,0.017188752534635494,6.458765168357873,0.007721121705952516,0.0006631524753889235,0.9745946150132122,-0.048962967398864854
2022-01-12,9746.730176901774,2.0,-0.33084400339784953,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,176.13142047346392,0.01807082142182081,0.7840267696538149,0.0046801796602931045,8.044644999841258e-05,0.9746730176901776,-0.04888645984577511
2022-01-13,9751.848323941644,2.0,-0.33902279300362487,0.0,0.0,82.04981500999757,0.0,-0.03485924045772194,0.0,0.0,0.965140759542278,0.0,5027.100065276332,0.5155022820580957,5.11814703986932,0.02905868257980937,0.0005251142636531104,0.9751848323941644,-0.04838701655948663
2022-01-14,9798.7836369032,2.0,-0.3404615886059021,0.0,0.0,81.80929416679612,0.0,-0.035008251070383876,0.0,0.0,0.9649917489296163,0.0,5062.92914661271,0.5166895539508815,46.935312961556164,0.009336458863381749,0.004812965850414825,0.97987836369032,-0.04380693576737604
2022-01-18,9770.747903843161,2.0,-0.3580073467507084,0.0,0.0,81.1011999380086,0.0,-0.03677845818316846,0.0,0.0,0.9632215418168316,0.0,4996.933261317894,0.511417683732525,-28.03573306003884,-0.005537453171509629,-0.002861144209211204,0.9770747903843161,-0.04654274201599318
2022-01-19,9701.541834226904,2.0,-0.3531375762466866,0.0,0.0,81.69648243254477,0.0,-0.036761499797351604,0.0,0.0,0.9632385002026483,0.0,4962.36051788403,0.5115022542475559,-69.20606961625623,-0.013849708610677736,-0.007082985898043215,0.9701541834226904,-0.05329606632868089
2022-01-20,9638.066081611161,2.0,-0.38497048994645966,0.0,0.0,79.32029586621361,0.0,-0.041194616043426405,0.0,0.0,0.9588053839565736,0.0,4773.977670565145,0.49532526859030374,-63.475752615742245,-0.012791443182529708,-0.006542852022943476,0.9638066081611162,-0.05949021007623079
2022-01-21,9565.373185844175,2.0,-0.40024600983333797,0.0,0.0,76.62076095033541,12.660398642532595,-0.031984595349612725,0.0,0.0,0.6949224416987556,0.27309296295163166,6255.7297365949435,0.6539974567696759,-72.6928957669867,-0.015226903178703214,-0.007542269906789719,0.9565373185844175,-0.06658378876181403
2022-01-24,9609.333035518666,2.0,-0.49830903905783,0.0,0.0,76.12342313447631,7.781203385243024,-0.04561704374507159,0.0,0.0,0.7685943283053893,0.18578862794953904,5676.634007710022,0.5907417285598974,43.95984967449143,0.007027133767837518,0.004595727612546047,0.9609333035518667,-0.06229406210582855
2022-01-25,9620.473378316394,2.0,-0.5003567792867828,0.0,0.0,0.0,7.730281695523939,-0.19769476974636593,0.0,0.0,0.0,0.802305230253634,1272.3622431516671,0.1322556794366738,11.140342797727001,0.001962490937868536,0.0011593252889195932,0.9620473378316393,-0.061206955898457815
2022-01-26,9613.387969167603,2.0,-1.5106536560695443,0.0,0.0,0.0,2.5938911646116676,-0.6900385067976734,0.0,0.0,0.0,0.3099614932023265,1096.3887469397382,0.11404811190977779,-7.085409148790262,-0.005568704342593154,-0.0007364927764116135,0.9613387969167603,-0.06189837019398414
2022-01-27,9621.49612499806,2.0,-1.549406003593483,23.582779248313024,0.0,0.0,2.8093182860581742,-0.2153338494580906,0.6820221154297756,0.0,0.0,0.10264403511213387,3547.6754494504135,0.3687238869465458,8.10815583045801,0.00739532930549469,0.0008434233442427177,0.962149612499806,-0.061107153380133616
2022-01-28,9658.550470895023,2.0,-1.3253024659181298,23.079736899129593,0.0,0.0,-2.4440727786949386,-0.19937516094829433,0.7051863020545573,0.0,0.0,-0.09543853699714826,3444.3542860718335,0.35661192602875713,37.05434589696243,0.010444683124185698,0.003851204159474742,0.9658550470895022,-0.05749128534393022
2022-01-31,9839.688111464791,2.0,-1.265542005286548,21.658324424764356,0.0,0.0,-2.392085278561532,-0.19443397349587516,0.7115271663783265,0.0,0.0,-0.09403886012579842,3477.6796761314795,0.3534339337523751,181.13764056976842,0.05258972379881099,0.018754122693214352,0.9839688111464792,-0.03981536126984642
2022-02-01,9888.343567315344,2.0,-1.2783303726425337,21.293880465202474,0.0,0.0,-2.3461966621024835,-0.19595249695762312,0.7111846982244,0.0,0.0,-0.0928628048179769,3496.559108964702,0.35360412845303346,48.65545585055145,0.013990781320226409,0.004944816878276867,0.9888343567315343,-0.03506742406199137
2022-02-02,10011.984746892847,2.0,-1.3072602888429736,20.509875434669276,0.0,0.0,-2.2217917183910934,-0.1974654184254917,0.7134250157029017,0.0,0.0,-0.0891095658716067,3529.1618554939055,0.35249373073497314,123.6411795775042,0.03536081493960877,0.012503730148109364,1.0011984746892848,-0.02300216752134243
2022-02-03,9991.459618535266,2.0,-1.2971236794073224,0.0,0.0,0.0,-2.258321717116009,-0.6783245077150426,0.0,0.0,0.0,-0.3216754922849574,976.8328642086541,0.09776678298299087,-20.525128357581842,-0.00581586484213807,-0.0020500558956556138,0.9991459618535266,-0.02500506768785804
2022-02-04,9989.429273733636,2.0,-1.2880897479783866,0.0,0.0,0.0,-2.274328141414813,-0.6774458418758929,0.0,0.0,0.0,-0.32255415812410704,976.4405358845654,0.09774737966782883,-2.0303448016291883,-0.0020784976386662123,-0.00020320802757013855,0.9989429273733637,-0.025203194484944125
2022-02-07,9999.398423845136,2.0,-2.171629978261228,0.0,0.0,0.0,-2.2897830885151578,-0.7773540542952229,0.0,0.0,0.0,-0.22264594570477722,1416.6435090240368,0.14167287360465886,9.969150111500246,0.010209684814517759,0.000997969937853534,0.9999398423845136,-0.02423037657752447
2022-02-08,9989.267132457135,2.0,-2.141815260707061,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1095.1315557230862,0.10963082088022091,-10.131291388000989,-0.007151616707707023,-0.0010131900898999436,0.9989267132457135,-0.025219016690001594
2022-02-09,9966.906575906312,2.0,-2.0752971601623216,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1082.7862933146912,0.10863815016909908,-22.36055655082288,-0.0204181465084885,-0.002238458162578211,0.9966906575906312,-0.02740102313881776
2022-02-10,10022.379291797346,2.0,-2.378920724093089,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1177.6133107049573,0.11749837802174937,55.47271589103441,0.051231453735176125,0.005565690364263316,1.0022379291797348,-0.021987838385009062
2022-02-11,10072.455543999946,2.0,-2.364721294938865,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1120.8069550487967,0.11127445042102463,50.0762522025999,0.04252351068673188,0.004996443533481522,1.0072455543999947,-0.017101255844441554
2022-02-14,10072.36093494179,2.0,-2.364991302466084,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1121.0295503775667,0.11129759523297358,-0.094609058156276,-8.441155520144683e-05,-9.39284941422498e-06,1.007236093494179,-0.017110488064334906
2022-02-15,10059.37715578687,2.0,-2.400470194317987,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1151.0254581754748,0.11442313379345988,-12.983779154920613,-0.011582013293536919,-0.0012890502275269913,1.005937715578687,-0.01837748201332945
2022-02-16,10063.697972834027,2.0,-2.4209563132990892,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1156.4908604156642,0.11491708748985699,4.3208170471577,0.003753884865419721,0.00042953127020116486,1.006369797283403,-0.01795584444632048
2022-02-17,10112.092939776447,2.0,-2.435575391629774,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1114.7871916910624,0.11024297327272267,48.39496694242072,0.04184638945181696,0.004808865197769078,1.0112092939776451,-0.013233326484005659
2022-02-18,10148.991892094065,2.0,-2.512269488002572,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1111.8299784769479,0.10955078004772564,36.898952317618615,0.033099548140345214,0.003648992600975275,1.014899189209407,-0.009632622193456841
2022-02-22,10159.442942364361,2.0,-3.5726357116775826,0.0,0.0,0.0,-2.4530272733635887,-0.8329501617480766,0.0,0.0,0.0,-0.16704983825192346,1880.3567681730283,0.18508463297057715,10.451050270296344,0.009399863713526413,0.0010297624021591296,1.0159442942364367,-0.008612779103466695
2022-02-23,10202.226168827512,2.0,-3.647117775102715,0.0,0.0,0.0,-7.519774496198939,-0.6274961318709319,0.0,0.0,0.0,-0.3725038681290681,2496.038929145942,0.24465630224631635,42.78322646315027,0.02275271756259257,0.00421117837915565,1.0202226168827517,-0.004437870673456024
2022-02-24,10061.009396840573,2.0,-2.776473690635915,0.0,0.0,0.0,-11.859967455542645,-0.46335923311124394,0.0,0.0,0.0,-0.5366407668887561,2779.2346747454967,0.2762381551515349,-141.2167719869399,-0.056576349967129444,-0.013841760577551392,1.0061009396840577,-0.01821820330767132
2022-02-25,9991.292139934718,2.0,-2.747310344432552,0.0,0.0,0.0,-10.154706927308078,-0.4897329205325167,0.0,0.0,0.0,-0.5102670794674833,2611.5926203857516,0.2613868740708062,-69.71725690585438,-0.025085055803083116,-0.006929449536916984,0.9991292139934722,-0.025021410724114568
2022-02-28,10018.994702094902,2.0,-2.7597866358665843,0.0,0.0,0.0,-10.262277876176121,-0.49575725373255153,0.0,0.0,0.0,-0.5042427462674484,2603.4858470171803,0.2598549978744683,27.702562160183735,0.010607535778720261,0.002772670618793924,1.0018994702094906,-0.022318116235676144
2022-03-01,10005.943994628858,2.0,-2.876808075135268,0.0,0.0,0.0,-10.060171093246602,-0.5075832357237045,0.0,0.0,0.0,-0.4924167642762954,2644.9824914323053,0.2643411249205591,-13.050707466044006,-0.005012782182394467,-0.001302596503351287,1.000594399462886,-0.023591641238857597
2022-03-02,9980.855417400855,2.0,-2.8909768112818757,0.0,0.0,0.0,-10.169199822140625,-0.5061960068730468,0.0,0.0,0.0,-0.49380399312695333,2690.9940305145037,0.26961557080798526,-25.08857722800402,-0.009485347184441318,-0.002507367344997276,0.9980855417400857,-0.026039855672997603
2022-03-03,9975.819857310813,2.0,-2.9282564207909294,0.0,0.0,0.0,-9.527337181768718,-0.5117755587872778,0.0,0.0,0.0,-0.4882244412127222,2626.745055043978,0.2633111957328459,-5.035560090042601,-0.0018712639392514264,-0.0005045218951136724,0.9975819857310815,-0.026531239890778657
2022-03-04,10026.837011619895,2.0,-2.989091259625812,0.0,0.0,0.0,-9.615360271410609,-0.5168497469961107,0.0,0.0,0.0,-0.48315025300388914,2614.7983116260675,0.2607799756389609,51.0171543090818,0.019422194860942696,0.005114081352591155,1.0026837011619896,-0.021552841457374128
2022-03-07,10102.658959888697,2.0,-3.3006535597647537,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1445.5872435992874,0.14308977956583557,75.82194826880111,0.028997245382818684,0.0075619009445284276,1.0102658959888697,-0.01415392096501944
2022-03-08,10123.915176871818,2.0,-3.4915605265669263,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1506.7131097672668,0.14882711712257007,21.256216983121245,0.014704209017642245,0.0021040220270244006,1.0123915176871818,-0.012079679099474161
2022-03-09,10056.38840907449,2.0,-3.0948128915143034,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1395.3582732856628,0.1387534188741702,-67.52676779732782,-0.044817269697585704,-0.0066700250463963984,1.005638840907449,-0.018669132383724696
2022-03-10,10093.278525851472,2.0,-3.160666612575356,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1387.3746481723088,0.13745530202291426,36.89011677698174,0.02643773823773321,0.0036683265677858626,1.0093278525851472,-0.015069290290259496
2022-03-11,10164.614794446712,2.0,-3.294949555399878,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1371.9511119660222,0.13497325178673444,71.33626859523946,0.051418172221336156,0.0070677003921499814,1.0164614794446711,-0.0081080951270035
2022-03-14,10180.694164365685,2.0,-4.310328182995925,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1773.7000473028231,0.17422191637099774,16.07936991897228,0.01172007499300054,0.0015818966329896717,1.0180694164365685,-0.006539024662395088
2022-03-15,10136.901214241552,2.0,-4.089590486401498,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1724.4167394725832,0.17011280893710523,-43.79295012413185,-0.02469016685810299,-0.004301568185538399,1.0136901214241554,-0.010812464787481213
2022-03-16,10052.24676605568,2.0,-3.637528032026512,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1609.096846963146,0.16007335319271382,-84.65444818587271,-0.049091641392767116,-0.00835111701265668,1.0052246766055681,-0.019073285641502347
2022-03-17,10044.971709991627,2.0,-3.6612310618011175,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1626.9045809906302,0.16196208689889743,-7.275056064053024,-0.00452120459858163,-0.0007237243805652791,1.0044971709991628,-0.019783206220231442
2022-03-18,10012.130462897994,2.0,-3.6994422140439145,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1677.0680892174003,0.16750361927784707,-32.84124709363222,-0.020186338816278404,-0.003269421561532669,1.0012130462897997,-0.022987948140791303
2022-03-21,10011.168571794977,2.0,-3.8366449029877012,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1740.2637474959781,0.17383222897663717,-0.9618911030167893,-0.0005735551878909284,-9.607256982731611e-05,1.001116857179498,-0.02308181219936567
2022-03-22,9961.829257458297,2.0,-3.6397962459804263,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1697.7830033686764,0.1704288398737177,-49.33931433667933,-0.028351630267350325,-0.004928427084494999,0.99618292574583,-0.027896482255458155
2022-03-23,10120.342450617405,2.0,-3.4839880917064403,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1473.3785427180778,0.14558583861242683,158.51319315910735,0.09336481331512425,0.015912056818322858,1.0120342450617408,-0.012428315847815452
2022-03-24,10088.15032835048,2.0,-3.3616653886964647,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1452.7101303144357,0.14400163390031176,-32.192122266925075,-0.021849186297729917,-0.0031809321101541554,1.0088150328350483,-0.015569714329014106
2022-03-25,10089.89846001013,2.0,-3.454309592799426,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1490.9490895773422,0.1477665107816997,1.7481316596492846,0.001203358896706308,0.00017328564729418485,1.0089898460010132,-0.015399126689745635
2022-03-28,10026.37365599831,2.0,-3.2502659810352705,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1462.652225866561,0.14588048242063317,-63.52480401181962,-0.042606957176403615,-0.006295881396982462,1.0026373655998313,-0.021598057011472216
2022-03-29,9973.3293905724,2.0,-3.0675558878858116,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1430.4932960074648,0.14343187114221687,-53.044265425908655,-0.03626580843199556,-0.005290473629433779,0.9973329390572404,-0.026774266689839843
2022-03-30,9992.562932288269,2.0,-3.1296415751820987,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1439.8228954375497,0.14408944984325803,19.233541715868512,0.01344539101969211,0.0019284975921931985,0.9992562932288273,-0.02489740320649081
2022-03-31,10006.458548522804,2.0,-3.5316590527550105,0.0,9.758734482969338,0.0,0.0,-0.8755269277503559,0.0,0.12447307224964411,0.0,0.0,1837.8583563458592,0.1836672132736883,13.895616234535021,0.009650920455958056,0.0013905958189800412,1.0006458548522807,-0.02354142961231309
2022-04-01,10001.738696899101,2.0,0.0,0.0,47.859234752091034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1143.2798625444038,0.11430811153853297,-4.719851623702962,-0.002568125888159989,-0.0004716805252143608,1.0001738696899105,-0.02400200610364356
2022-04-04,9999.122399125303,2.0,0.0,0.0,47.95645976726402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1142.9807984866588,0.114308111538533,-2.616297773799288,-0.0022884141140880887,-0.00026158429579953437,0.9999122399125305,-0.024257311851578756
2022-04-05,9989.510215495116,2.0,0.0,0.0,48.316690415290154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1141.8820479281305,0.114308111538533,-9.612183630185521,-0.008409750752516931,-0.0009613027270299672,0.998951021549512,-0.025195295958575392
2022-04-06,9969.260884145018,2.0,0.0,0.0,49.08926401620738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1139.5673851015829,0.114308111538533,-20.249331350098533,-0.01773329512171562,-0.0020270594767187924,0.9969260884145021,-0.02717128307185257
2022-04-07,9958.079923391082,2.0,0.0,0.0,49.520078661715615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1138.289310592614,0.114308111538533,-11.180960753935663,-0.009811583676501034,-0.00112154360126313,0.9958079923391085,-0.02826235289444845
2022-04-08,9940.033536082155,2.0,0.0,0.0,50.22662729056059,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1136.2264621392374,0.11430811153853297,-18.04638730892569,-0.01585395482588725,-0.0018122356365643834,0.994003353608216,-0.03002337048792436
2022-04-11,9933.627123486785,2.0,0.0,0.0,50.47887214252219,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1135.4941572137243,0.11430811153853301,-6.406412595370595,-0.005638323704685533,-0.0006445061349255484,0.993362712348679,-0.03064852637637916
2022-04-12,9922.589395403575,2.0,0.0,0.0,71.2848297676281,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1587.925437505199,0.16003135615394617,-11.037728083211682,-0.009720638378532986,-0.0011111478159990932,0.9922589395403578,-0.031725619149231554
2022-04-13,9923.888133299426,2.0,0.0,0.0,71.23589736495715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1588.133276291961,0.16003135615394623,1.298737895851867,0.000817883425239696,0.0001308869937169432,0.992388813329943,-0.0315988846264289
2022-04-14,9919.994186494268,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,-3.8939468051572934,-0.0024519017788287023,-0.00039238116682223037,0.9919994186494272,-0.03197886698603125
2022-04-18,9919.994186494268,2.0,0.0,-1.7072983610066699,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,160.298242072864,0.01615910645301633,0.0,0.0,0.0,0.9919994186494272,-0.03197886698603125
2022-04-19,9914.80399791373,2.0,0.0,-1.6278423238654898,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,157.78675694905996,0.015914258817648984,-5.19018858053861,-0.03237832501107163,-0.0005232048006242676,0.9914803997913734,-0.03248534028992989
2022-04-20,9919.541025037515,2.0,0.0,-5.457752785197283,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,513.1378985429349,0.0517300041652879,4.737027123785211,0.030021702805606898,0.0004777731485949668,0.9919541025037519,-0.03202308776464835
2022-04-21,9942.299844158344,2.0,0.0,-6.025877904113513,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,541.4251204898392,0.05445672821947295,22.75881912082885,0.044352247583842375,0.002294341952252046,0.9942299844158349,-0.02980221772609526
2022-04-22,9952.604089857523,2.0,0.0,-6.203916788444412,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,546.8132219469202,0.0549417234936699,10.304245699178116,0.019031709666252006,0.0010364046408470017,0.9952604089857527,-0.02879670024200709
