date,capital,strat scalar,MMM units,AOS units,ABT units,ABBV units,ACN units,MMM w,AOS w,ABT w,ABBV w,ACN w,nominal,leverage,daily pnl,nominal ret,capital ret,cum ret,drawdown
2021-12-16,11061.590744241914,2.0,0.0,73.09128851385152,0.0,53.23445487291368,0.0,0.0,0.48124116055021054,0.0,0.5187588394497894,0.0,12069.403553576492,1.0911092113816625,81.81966000923902,0.006831356164067689,0.007451854813870773,1.1061590744241914,0.0
2021-12-17,10755.717656632432,2.0,0.0,64.07260736401508,44.37833616964884,49.15229620373235,0.0,0.0,0.3007159686243969,0.35177790749087934,0.3475061238847237,0.0,16351.61685591795,1.520272043012848,-305.8730876094814,-0.0253428503116745,-0.027651817417734682,1.0755717656632433,-0.027651817417734592
2021-12-20,10625.033940976631,2.0,0.0,68.84991394690054,42.762062601971806,47.83738084098771,0.0,0.0,0.31915042914807945,0.33640140072140207,0.3444481701305184,0.0,16220.318834583952,1.526613366572739,-130.68371565580065,-0.007992097467016132,-0.012150162344138423,1.0625033940976631,-0.03946600569113723
2021-12-21,10704.3508938186,2.0,0.0,64.45520271584688,0.0,47.84571205974477,0.0,0.0,0.4712613746111294,0.0,0.5287386253888707,0.0,10495.115339313568,0.9804532234994409,79.31695284196853,0.004889974953689244,0.00746510112650791,1.0704350893818602,-0.032295522288172895
2021-12-22,10836.82146742541,2.0,0.0,64.7805340559322,0.0,47.258126330518245,8.176995567318647,0.0,0.36495607037751415,0.0,0.40540332695307124,0.2296406026694145,13738.413907616385,1.2677530906006822,132.47057360680935,0.012622116987184403,0.012375395287471998,1.083682146742541,-0.02031979685503249
2021-12-23,10949.607537779599,2.0,0.0,63.11551343992795,42.03884094364203,47.38102698278445,8.262957532634495,0.0,0.25675924247128595,0.28656873963065205,0.29163074385937005,0.16504127403869204,19298.587666587016,1.7624912673811188,112.78607035418901,0.008209540862039568,0.01040767080026325,1.09496075377796,-0.010123607811164614
2021-12-27,11307.296592119375,2.0,0.0,60.64760080878041,42.502165185251,48.71594176112757,8.082099425580429,0.0,0.24848452558702736,0.28986352037817253,0.2980378461573253,0.16361410787747493,19608.3128771635,1.7341291720276903,357.68905433977636,0.018534467937209115,0.032666837884886404,1.1307296592119376,0.0
2021-12-28,11314.508226196234,2.0,0.0,59.670153929012784,42.73912876092001,49.672348084811624,8.099258897797007,0.0,0.24588990497761615,0.28825045069027655,0.30259539718754164,0.16326424714456567,19689.210619237205,1.7401737862235325,7.2116340768592,0.00036778452700326976,0.0006377858772967759,1.1314508226196236,0.0
2021-12-29,11403.042145872396,2.0,0.0,59.9712187981429,44.58935460797839,50.63207833196795,8.337381946667138,0.0,0.24092976536911617,0.2937591539224944,0.30192022836397375,0.1633908523444156,20259.691404420504,1.77669179375558,88.53391967616152,0.004496570298743229,0.007824813761784285,1.1403042145872397,0.0
2021-12-30,11378.5438936904,2.0,0.0,60.066188494350506,45.11047442294137,54.450516449243786,8.379128468531512,0.0,0.23370743008682393,0.28919278828908657,0.3177079420693094,0.15939183955478003,20792.093565277886,1.8273070578747308,-24.498252181995856,-0.0012092115172421,-0.0021483961795987733,1.1378543893690403,-0.0021483961795986106
2021-12-31,11379.368556376672,2.0,0.0,59.56913110460973,44.894822426688854,54.34170239209222,8.359805783132668,0.0,0.23429980725147437,0.2885165207022475,0.3171967620112947,0.15998691003498336,20702.945691137695,1.8193404659115604,0.8246626862733359,3.966232085694132e-05,7.2475238833581e-05,1.1379368556376677,-0.0020760766462912805
2022-01-03,11120.72088887016,2.0,0.0,0.0,42.774948929143314,58.94575558246862,8.44895067932891,0.0,0.0,0.35063156091562275,0.4443007086744475,0.20506773040992976,16034.940913583658,1.4418976138167217,-258.6476675065114,-0.012493278558771968,-0.0227295272338791,1.1120720888870166,-0.024758415639498876
2022-01-04,10951.316354321687,2.0,0.0,0.0,0.0,57.47981397539564,8.673992381974235,0.0,0.0,0.0,0.6741335512738469,0.32586644872615317,10285.529456899527,0.939204852103517,-169.40453454847318,-0.01056471211596207,-0.015233233190666317,1.0951316354321694,-0.039614498111297136
2022-01-05,10928.713489944335,2.0,0.0,0.0,0.0,62.5982167940387,8.929449457755261,0.0,0.0,0.0,0.6913044527123293,0.30869554728767074,10980.578159098335,1.0047457250299152,-22.6028643773507,-0.0021975401919819707,-0.002063940411001961,1.0928713489944342,-0.04159667655878574
2022-01-06,10729.26729509294,2.0,0.0,0.0,0.0,59.898692565228636,8.180056069055249,0.0,0.0,0.0,0.7098327676223223,0.2901672323776777,10184.582896284215,0.949233774886209,-199.44619485139555,-0.018163542207122966,-0.018249741384007232,1.0729267295092946,-0.05908728935316099
2022-01-07,10653.877354629427,2.0,0.0,0.0,0.0,58.674569268451826,8.195302903008049,0.0,0.0,0.0,0.7086499762771563,0.29135002372284374,9967.234860085144,0.9355499907040026,-75.38994046351274,-0.007402359157095972,-0.007026569325753706,1.0653877354629433,-0.06569867774400384
2022-01-10,10750.575792858812,2.0,0.0,0.0,0.0,59.9053600508802,8.257185868999118,0.0,0.0,0.0,0.7124178923689689,0.28758210763103115,10235.816298274325,0.952117960516457,96.69843822938502,0.009701631353809546,0.00907636112287018,1.0750575792858819,-0.057218621545633286
2022-01-11,10798.235739903434,2.0,0.0,0.0,0.0,63.89780460524879,8.241871889477897,0.0,0.0,0.0,0.7255446130764132,0.2744553869235869,10766.046131248688,0.9970189937106306,47.65994704462254,0.004656194059740722,0.004433245991929178,1.0798235739903441,-0.05303903977833502
2022-01-12,10840.572393313178,2.0,0.0,0.0,0.0,64.10991432708718,8.381610509200202,0.0,0.0,0.0,0.7216879001649946,0.2783120998350055,10884.87910966614,1.0040871196414216,42.3366534097436,0.003932423555836388,0.003920700976483975,1.0840572393313184,-0.049326289016901725
2022-01-13,10577.078712432196,2.0,0.0,0.0,0.0,56.62117715885669,8.000220312239144,0.0,0.0,0.0,0.7110585770922768,0.2889414229077232,9587.65058947641,0.9064554448486025,-263.49368088098163,-0.02420731348747734,-0.02430625167389806,1.0577078712432202,-0.07243360349581562
2022-01-14,10635.662614017125,2.0,0.0,0.0,0.0,56.335597497514044,8.114247434740452,0.0,0.0,0.0,0.7152833523709858,0.2847166476290141,9649.853990252555,0.9073110289841898,58.583901584929436,0.006110350084016702,0.005538760103588056,1.0635662614017132,-0.0672960357454293
2022-01-18,10642.393655062908,2.0,0.0,0.0,41.5961999515213,56.45865473370415,8.363191600040917,0.0,0.0,0.3386307224233214,0.47213829545792746,0.18923098211875108,14749.465997940291,1.3859162211053455,6.731041045782412,0.0006975277607911608,0.000632874630388466,1.0642393655062914,-0.06670575106878984
2022-01-19,10505.559406799108,2.0,0.0,0.0,42.23436444545732,53.97003243538143,8.33612728339021,0.0,0.0,0.3512941604296545,0.4577177359303268,0.1909881036400188,14376.598278850199,1.3684752731535446,-136.8342482638001,-0.009277234055992815,-0.01285746916519138,1.0505559406799114,-0.07870555309647331
2022-01-20,10337.384745080959,2.0,0.0,0.0,43.74966992691133,50.526529146805096,8.326954881872114,0.0,0.0,0.370465856910322,0.43382570712496243,0.19570843596471552,13971.598771203699,1.351560294575674,-168.17466171814905,-0.011697806286036054,-0.01600815865258044,1.0337384745080966,-0.09345378076824618
2022-01-21,10279.697167573417,2.0,0.0,0.0,45.34490861942705,54.43687161275413,8.468172139679773,0.0,0.0,0.3703632953106228,0.44329271377676416,0.18634399091261322,14615.142955525753,1.4217483956266919,-57.68757750754241,-0.004128917416841325,-0.005580480840184691,1.0279697167573425,-0.09851274457541082
2022-01-24,10229.412961888864,2.0,0.0,0.0,45.109741805505,55.549424386867095,10.538329900547069,0.0,0.0,0.34537359935991085,0.43150089113848683,0.2231255095016023,15342.29279009061,1.4998214313226488,-50.28420568455259,-0.003440555171958898,-0.004891603795797681,1.0229412961888873,-0.10292246305590891
2022-01-25,10211.56419900923,2.0,0.0,50.88071464119719,46.06808289236738,59.01312926516238,10.640450808989991,0.0,0.18638084009977218,0.2759370494627525,0.36276101276058403,0.17492109767689137,19523.86527932684,1.9119367903715605,-17.84876287963364,-0.001163369981516811,-0.0017448472308363469,1.021156419900924,-0.10448772631209136
2022-01-26,10047.970762739835,2.0,0.0,51.47607268522328,44.35355968906576,57.97182613641237,10.842737235294619,0.0,0.1905582916279272,0.2638908102192272,0.36652365494576306,0.17902724320708246,19145.070743804048,1.9053668841074194,-163.59343626939486,-0.008379152075107673,-0.016020409124516563,1.0047970762739846,-0.11883419931259764
2022-01-27,10245.725823325967,2.0,0.0,52.514014975113476,45.00868147424136,57.689090579175456,11.166624715952908,0.0,0.19314304574891492,0.2629002186856736,0.36160533685428803,0.1823513987111235,19561.147243233892,1.909200732143343,197.75506058613325,0.010329293802694973,0.019681094347871,1.0245725823325977,-0.10149189205315168
2022-01-28,10654.863003686247,2.0,0.0,55.155298188329155,39.90993979477414,59.86114259298415,11.24303123414367,0.0,0.19972992137979406,0.23910239229533872,0.37508077506425747,0.1860869112606098,19849.051455531935,1.8629100579392517,409.1371803602797,0.02091580699602363,0.03993247403017717,1.0654863003686257,-0.06561224036666058
2022-01-31,10843.05752626557,2.0,0.0,55.73684801708842,38.39392281966178,60.57689676130501,10.257827233487049,0.0,0.20635636029212617,0.23625141662090857,0.38053173265016343,0.17686049043680185,19650.7995015399,1.8122932073300346,188.1945225793232,0.009481285440815071,0.017662782009887388,1.084305752626558,-0.04910835305554995
2022-02-01,10792.919866731167,2.0,0.0,59.08558810490059,39.88290087966573,61.37002764187808,10.96836789888982,0.0,0.20878752575298679,0.23638336767590645,0.3723866126781974,0.18244249389290923,20359.876675259573,1.8864104363470953,-50.13765953440266,-0.0025514310260238344,-0.004623941117434096,1.0792919866731177,-0.05350522004008107
2022-02-02,11032.801319576442,2.0,0.0,61.76580997653048,37.411409827857916,60.374547391994916,10.69831890909003,0.0,0.21816057191831126,0.22769882029150573,0.3723347913100942,0.18180581648008878,20269.287029042796,1.8371840878777785,239.88145284527516,0.011782068068062899,0.022225816165345712,1.103280131957645,-0.03246860105923266
2022-02-03,10942.191824889167,2.0,0.0,62.069038099013454,37.266190068002686,56.91412324603627,10.435571404824422,0.0,0.222734923403593,0.23401779537370399,0.3674548950255792,0.17579238619712378,19655.99601334419,1.7963490613127946,-90.60949468727374,-0.004470285242763804,-0.008212736916280513,1.0942191824889176,-0.04041468189697406
2022-02-04,10913.30899112954,2.0,0.0,62.32679040427193,37.29254021376822,56.78399809761644,10.270548386814237,0.0,0.2230170727031673,0.23440591049924647,0.3678857057654045,0.17469131103218186,19576.957087774128,1.7938607899479893,-28.882833759626973,-0.0014694159349655132,-0.002639583935453362,1.0913308991129549,-0.04294758788733577
2022-02-07,10932.620416848104,2.0,0.0,62.51751645408743,37.53629496838909,55.026566568699835,10.42918587965879,0.0,0.22583424698930646,0.2342498503743472,0.3633298611198314,0.17658604151651489,19465.69652515092,1.7805151722959864,19.311425718564735,0.000986436535156185,0.0017695298221888315,1.0932620416848116,-0.04125405510270452
2022-02-08,11033.347224731664,2.0,3.677477293287833,64.8809950034923,37.76449907855128,0.0,10.503235225060774,0.033326838030076224,0.34978391407495113,0.35180338443692194,0.0,0.26508586345805074,13101.219909716647,1.18742024907453,100.72680788356088,0.005174580203354966,0.009213418562335969,1.1033347224731678,-0.03242072741742341
2022-02-09,11236.264985883057,2.0,3.7878404067540967,67.77205402248204,0.0,0.0,9.748562677589648,0.05274658169512539,0.5606596149818942,0.0,0.0,0.38659380332298043,8590.728518932341,0.7645537489304055,202.91776115139282,0.015488463101126653,0.018391314713321477,1.1236264985883069,-0.014625672505270693
2022-02-10,10946.57931053187,2.0,3.636987652222648,64.54492912775265,0.0,0.0,9.49503396038999,0.05323367095773545,0.5563091709310962,0.0,0.0,0.3904571581111684,7978.3345626954915,0.7288427129943155,-289.685675351187,-0.03372073447703234,-0.02578131396110185,1.094657931053188,-0.040029917411621985
2022-02-11,10769.324583541958,2.0,3.584380437519333,64.9590485032477,0.0,0.0,10.037876911057666,0.05229343540005615,0.5516441977825138,0.0,0.0,0.39606236681743,7994.286686980777,0.7423201543389186,-177.2547269899121,-0.022217008524398896,-0.016192704767540724,1.0769324583541968,-0.05557442954464731
2022-02-14,10731.031015026452,2.0,3.685030210011037,64.81201933904592,0.0,0.0,10.180962278434912,0.053192500039876404,0.5492231856940026,0.0,0.0,0.39758431426612095,8002.36400431838,0.7457218223591774,-38.29356851550627,-0.0047901169941616155,-0.0035558003864075275,1.0731031015026462,-0.05893261835300556
2022-02-15,10837.11971291094,2.0,3.7694836630528297,61.608997528290786,0.0,0.0,10.131491261934489,0.055011068228326694,0.539233768341295,0.0,0.0,0.4057551634303783,7881.594672583407,0.7272776237023173,106.08869788448823,0.013257169734748206,0.009886160773921364,1.083711971291095,-0.04962907491895019
2022-02-16,10866.040106354289,2.0,3.8853671857715595,63.00846580325608,0.0,0.0,9.933908297161963,0.05555538953563749,0.5452100663158181,0.0,0.0,0.39923454414854437,7956.870593311153,0.7322695770889066,28.9203934433485,0.0036693581241813425,0.002668642057067399,1.0866040106354298,-0.047092875098464826
2022-02-17,10671.184128964454,2.0,3.6628898348343055,62.736425118562444,35.33912746277193,0.0,9.835057109584966,0.0342563826177533,0.3617373925397172,0.3445959407807399,0.0,0.25941028406178945,11731.111653763688,1.099326139628901,-194.85597738983355,-0.024489021796287213,-0.017932565634088255,1.0671184128964464,-0.06418094465895197
2022-02-18,10534.02041468971,2.0,3.7307915248515546,61.65503232829921,35.423885080749685,0.0,9.435428534658207,0.03561332162198062,0.36613602777096876,0.3438470345260456,0.0,0.25440361608100504,11414.445004354642,1.0835791611374872,-137.16371427474388,-0.011692303195387107,-0.012853654535155572,1.053402041468972,-0.0762096395037214
2022-02-22,10457.163645150122,2.0,3.7338141159241864,63.78482861450759,34.85852512588598,0.0,8.562707281156,0.03628112697097395,0.3787627138927009,0.34860282702037804,0.0,0.2363533321159471,11147.33757594615,1.0660001080805617,-76.85676953958898,-0.006733290099542083,-0.007296052837757158,1.0457163645150132,-0.082949662784913
2022-02-23,10277.215296322633,2.0,3.7132771869567684,62.84786718508298,28.2681356415337,0.0,8.49140571924547,0.038986273044288096,0.40019460464287904,0.309780792806001,0.0,0.25103832950683186,10150.181422800768,0.9876392709640597,-179.9483488274895,-0.016142719963534984,-0.017208141225842535,1.0277215296322642,-0.09873039449891674
2022-02-24,10332.085442809357,2.0,0.0,51.93118093982432,27.61022072838625,0.0,8.421008867292564,0.0,0.37180929430637677,0.3450784424434257,0.0,0.28311226325019745,9011.439657554985,0.872180133181779,54.87014648672388,0.005405829137542971,0.005339009148359212,1.0332085442809364,-0.09391850783000844
2022-02-25,10559.989126054483,2.0,0.0,48.99821180563451,22.799175634340003,0.0,7.320892984651623,0.0,0.39731278822934335,0.32498330675696013,0.0,0.2777039050136965,8146.916444390209,0.7714890940833887,227.90368324512616,0.025290485416950732,0.02205785893918793,1.0559989126054492,-0.0739322900883137
2022-02-28,10437.961357615332,2.0,0.0,43.97192808361092,22.75177704104788,0.0,7.39078233005206,0.0,0.37224479675830213,0.3375668908411966,0.0,0.29018831240050125,7712.462955896886,0.7388859463701717,-122.02776843915122,-0.014978399406953145,-0.011555671789289448,1.0437961357615342,-0.08463362459871193
2022-03-01,10270.374482265575,2.0,0.0,46.00237442296867,22.650170929926038,0.0,7.386465781885725,0.0,0.38090223553323127,0.33144518854157096,0.0,0.28765257592519783,7660.995968054147,0.7459315121647038,-167.58687534975564,-0.021729358871230613,-0.016055517893586318,1.0270374482265587,-0.0993303058181545
2022-03-02,10488.150344816411,2.0,0.0,42.807776426536456,22.200399153817916,0.0,7.204244615000958,0.0,0.3740806468278902,0.3352706725896035,0.0,0.2906486805825063,7560.763364850165,0.7208862493649266,217.77586255083554,0.028426573184341337,0.02120427672105635,1.0488150344816423,-0.08023225638845344
2022-03-03,10475.935056709195,2.0,0.0,43.14986038087076,22.93088622003644,0.0,7.237335624670818,0.0,0.3680901050915407,0.343330637185587,0.0,0.28857925772287235,7664.860507467009,0.7316636143671141,-12.215288107215553,-0.0016156157146782544,-0.0011646751529694422,1.0475935056709207,-0.08130348702594059
2022-03-04,10440.37552307194,2.0,0.0,44.30480272222096,22.765630172349805,0.0,7.312506427279469,0.0,0.3742357152709962,0.3401773893464816,0.0,0.2855868953825222,7708.093322580979,0.7382965589261655,-35.559533637254624,-0.004639292992039859,-0.0033944018786639064,1.0440375523071952,-0.08442191219550177
2022-03-07,10276.125195450652,2.0,0.0,43.89604413790531,25.050977341963378,0.0,7.5284954874968255,0.0,0.3589111008042172,0.3603689951003965,0.0,0.2807199040953863,7838.469503601644,0.7627845471434911,-164.25032762128916,-0.021308814092859427,-0.015732224119555497,1.0276125195450663,-0.09882599187179619
2022-03-08,10139.856540142026,2.0,0.0,44.59070504793441,25.249392577326205,0.0,7.0041174116638585,0.0,0.36903992229420185,0.3651703226632273,0.0,0.26578975504257085,7616.287616268453,0.7511238039825142,-136.2686553086264,-0.01738459979285667,-0.013260704080265005,1.0139856540142036,-0.11077619371841063
2022-03-09,10309.223695870167,2.0,0.0,36.88727480468096,21.2205385599755,0.0,5.672960607859045,0.0,0.3689407832464141,0.36996504220690285,0.0,0.261094174546683,6442.122356414425,0.6248891814225656,169.36715572814137,0.02223749472989587,0.016703111632560497,1.0309223695870176,-0.09592338921575905
2022-03-10,10244.20936557213,2.0,0.0,31.64335392813139,19.09309930016388,0.0,5.7660670998704315,0.0,0.34383649333885064,0.3631297154429114,0.0,0.293033791218238,5836.046650877115,0.5696922468697688,-65.01433029803813,-0.010092066977477256,-0.006306423472417467,1.0244209365572137,-0.1016248791748725
2022-03-11,10174.802063195539,2.0,0.0,26.593055988388695,15.735704293195857,0.0,4.997916429566058,0.0,0.3424865150837931,0.3503599814515511,0.0,0.3071535034646558,4858.1513344632385,0.47746887893143625,-69.4073023765899,-0.011892862845117657,-0.006775271755949069,1.0174802063195547,-0.10771161475724622
2022-03-14,10182.567178005611,2.0,0.0,26.47387532521868,15.200426940762236,0.0,5.073973670803653,0.0,0.34432954250238357,0.3454503703691781,0.0,0.31022008712843835,4822.20357885368,0.47357444292335826,7.765114810072593,0.0015983682424603766,0.0007631710928471661,1.018256717800562,-0.10703064605514578
2022-03-15,10258.954188375443,2.0,0.0,26.563491544313557,14.706562185047387,0.0,4.728728683260019,0.0,0.35253366933041425,0.34545856910857137,0.0,0.30200776156101433,4744.575864561715,0.46248143596721164,76.3870103698325,0.015840685512491605,0.007501743817102323,1.0258954188375453,-0.10033181872532793
2022-03-16,10355.77696974283,2.0,0.0,25.66351778519779,14.28147801143545,0.0,4.4563880680100985,0.0,0.35360711612255424,0.3480672079242606,0.0,0.29832567595318504,4650.75537499155,0.4490976764544055,96.82278136738677,0.020407046726890303,0.009437880274102214,1.035577696974284,-0.0918408581440383
2022-03-17,10372.836899324035,2.0,0.0,25.28892171789842,14.099187870270198,39.775729997585536,4.747145968691641,0.0,0.1574185171054437,0.15587729972504666,0.5469581964176939,0.1397459867518156,10399.971007119937,1.0026158810804853,17.059929581203995,0.0036682061741927213,0.0016473828695856554,1.0372836899324043,-0.09034477233088734
2022-03-18,10432.883304807323,2.0,0.0,26.92672429098903,14.210792783669035,40.23340643950703,4.926487999349325,0.0,0.1630263475948831,0.15427401487200898,0.5397836340565847,0.14291600347652322,10700.46288546568,1.0256477114562434,60.04640548328862,0.005773708930744195,0.005788812266700358,1.043288330480733,-0.0850789489904884
2022-03-21,10453.683335698503,2.0,0.0,27.255995799925152,14.556474155989369,40.70115544231378,5.351607916655328,0.0,0.16047957443462801,0.15310538380699643,0.534892112135376,0.15152292962299962,10982.181622944185,1.0505561791259643,20.80003089117902,0.0019438440293486053,0.00199369918012928,1.045368333569851,-0.0832548716412077
2022-03-22,10466.126124799515,2.0,0.0,27.337695032846206,14.998256686476351,40.628191154119804,5.3094710276389785,0.0,0.16001983047419943,0.15727529702047807,0.5316188501992274,0.15108602230609505,11027.232804571653,1.0536116871783718,12.442789101012053,0.001132997935038361,0.001190277981591508,1.0466126124799522,-0.08216369010019087
2022-03-23,10238.452903902165,2.0,0.0,26.46525067934524,13.944797735721737,39.303460701954904,5.196383141719579,0.0,0.1583013486125261,0.14866223125614583,0.5396529406434862,0.1533834794878419,10404.43708639738,1.0162118421653288,-227.67322089734978,-0.02064645092130108,-0.021753341989437482,1.023845290390217,-0.10212969723976484
2022-03-24,10361.80212674694,2.0,0.0,25.96122853643365,13.929604473068697,39.016891832517295,5.163810221850952,0.0,0.15675250767764734,0.14909454643163667,0.5400202896938509,0.15413265619686506,10442.736034842133,1.0078107945997423,123.34922284477474,0.011855444155267148,0.012047642744712208,1.0361802126746946,-0.09131247660102293
2022-03-25,10443.940736268822,2.0,0.0,25.917073892815907,14.292137199878942,39.690409426996226,0.0,0.0,0.18279942573527275,0.1784183901655573,0.6387821840991699,0.0,9039.412572404348,0.8655174134618604,82.13860952188237,0.007865621542843464,0.007927058297113923,1.0443940736268826,-0.08410925762917931
2022-03-28,10473.300857576538,2.0,0.0,26.135160914045734,15.103485555980992,40.44464924387776,0.0,0.0,0.1786286391816617,0.1851622131183207,0.6362091477000176,0.0,9285.133298097513,0.8865527138352483,29.360121307716867,0.0032480120884567348,0.0028112110216939284,1.0473300857576544,-0.08153449547955893
2022-03-29,10504.228628326251,2.0,0.0,26.35808891381611,15.14892492018632,40.687586901888565,0.0,0.0,0.18069559327639098,0.18432241448760942,0.6349819922359995,0.0,9371.092759273106,0.8921257420085591,30.927770749713783,0.0033308914106867397,0.0029530108196348477,1.050422862832626,-0.07882225690724864
2022-03-30,10533.697467410215,2.0,0.0,27.313126709837416,15.178891767327544,40.3216669863167,0.0,0.0,0.18306605837345127,0.18421049083117574,0.632723450795373,0.0,9410.186654203773,0.8933412681840895,29.46883908396354,0.0031446534402087586,0.002805426283706007,1.0533697467410224,-0.07623796065481125
2022-03-31,10383.612401885852,2.0,0.0,20.7480697241656,0.0,40.17628380683775,0.0,0.0,0.17687052969721753,0.0,0.8231294703027825,0.0,7135.16183367463,0.687156026006783,-150.0850655243631,-0.015949212384359705,-0.014248089617981284,1.038361240188586,-0.08939980497709066
2022-04-01,10443.569343176412,2.0,0.0,19.74570149601392,0.0,45.54836199853124,0.0,0.0,0.1563621767376012,0.0,0.8436378232623988,0.0,7920.32799608488,0.7583928191428001,59.95694129055964,0.008403024722941936,0.00577418907505353,1.044356934317642,-0.08414182727924768
2022-04-04,10433.303255208182,2.0,0.0,19.101000219439747,0.0,47.45941953179642,6.5562025498091945,0.0,0.11825702816163301,0.0,0.6718825819750323,0.20986038986333472,10311.963356073647,0.9883699441905934,-10.266087968229542,-0.001296169549203561,-0.0009830056785075409,1.043330325520819,-0.08504212106373976
2022-04-05,10458.477590907834,2.0,0.0,19.835619921911494,0.0,46.99736485567139,6.744451784987159,0.0,0.11900085584596405,0.0,0.6674857008337652,0.2135134433202706,10376.614295726558,0.9921725418953476,25.174335699651436,0.002441274743749362,0.002412882582233462,1.0458477590907842,-0.08283443513417721
2022-04-06,10659.260462362023,2.0,0.0,22.814476656719513,0.0,39.77006232288784,7.0642718335451,0.0,0.1437018360367195,0.0,0.6204041195888876,0.2358940443743929,9764.035971343515,0.9160143900996175,200.7828714541889,0.019349555233721907,0.019198097400786294,1.0659260462362032,-0.06522660128723579
2022-04-07,10798.61877317363,2.0,0.0,23.218277948767767,0.0,36.72700226155832,0.0,0.0,0.1960950678270097,0.0,0.8039049321729903,0.0,7138.740508222126,0.6610790378077311,139.3583108116069,0.014272613417301013,0.013073919274576604,1.0798618773173638,-0.053005449332443666
2022-04-08,10844.09150511138,2.0,0.0,17.596401955510128,0.0,36.58173895900518,0.0,0.0,0.1543213174929422,0.0,0.8456786825070578,0.0,6824.8036758184435,0.629356887352118,45.472731937751306,0.0063698536016790945,0.004210976689974126,1.0844091505111388,-0.04901767735405016
