date,capital,strat scalar,AFL units,ADBE units,ACN units,A units,AES units,MMM units,ABBV units,AMD units,AOS units,ABT units,AFL w,ADBE w,ACN w,A w,AES w,MMM w,ABBV w,AMD w,AOS w,ABT w,nominal,leverage,daily pnl,nominal ret,capital ret,cum ret,drawdown
2021-11-26,10000.0,2.0,0.0,6.27003095673498,18.089269807585445,0.0,0.0,0.0,46.52097754062126,12.465901498849833,31.668853974680943,0.0,0.0,0.21327280267727375,0.314064706109175,0.0,0.0,0.0,0.24852110695566618,0.09914365238159475,0.12499773187629043,0.0,19465.151164441806,1.9465151164441805,,,,,
2021-11-29,10470.545093886152,2.0,0.0,5.695656746589023,15.984699991374065,0.0,0.0,0.0,48.55316711145713,12.218802333787842,33.17649368557783,0.0,0.0,0.20509002457708908,0.292718282160989,0.0,0.0,0.0,0.2653006374049638,0.10361834975237035,0.13327270610458777,0.0,19092.625344237582,1.8234604954221478,470.5450938861519,0.024173718966319976,0.047054509388615225,1.0470545093886152,0.0
2021-11-30,10071.457354147973,2.0,0.0,5.330555746374554,14.63213209679247,0.0,0.0,0.0,46.24136922581418,11.786759694015645,31.8029914091641,0.0,0.0,0.20313655955373489,0.2843437677091806,0.0,0.0,0.0,0.2706647697314392,0.10619532294161828,0.1356595800640271,0.0,17577.695735385034,1.7452981348469478,-399.0877397381785,-0.020902716758050707,-0.038115278255303975,1.0071457354147972,-0.03811527825530414
2021-12-01,9972.687195032911,2.0,0.0,5.2650750617838105,14.280044736601297,0.0,0.0,0.0,45.73061676265026,11.474108576449996,32.013709538430504,0.0,0.0,0.2008757540914727,0.28525364053588453,0.0,0.0,0.0,0.2745513788613531,0.09929157323847279,0.14002765327281694,0.0,17231.11318549206,1.7278305083181942,-98.77015911506226,-0.005619061827098968,-0.009806938126425512,0.997268719503291,-0.04754842220620836
2021-12-02,10225.684238632937,2.0,0.0,5.1567711778595156,0.0,0.0,0.0,0.0,47.24013027138618,11.677521637087002,32.882538510033974,0.0,0.0,0.27323081829083223,0.0,0.0,0.0,0.0,0.3885825351425954,0.13876066622616345,0.19942598034040887,0.0,12680.602670786098,1.2400737569108977,252.99704360002613,0.014682571049039365,0.025368994199079686,1.0225684238632937,-0.02338568365425331
2021-12-03,9962.06671202162,2.0,0.0,4.046430977264297,0.0,0.0,0.0,0.0,44.6246886562942,11.471195811967307,50.90336619633614,0.0,0.0,0.19459693150265095,0.0,0.0,0.0,0.0,0.3692266441607219,0.12885786858616657,0.3073185557504605,0.0,12820.069616187931,1.286888553026597,-263.6175266113167,-0.020789037670791915,-0.025779940046981108,0.996206671202162,-0.04856274217867007
2021-12-06,10046.462667570975,2.0,0.0,4.0773761645549165,0.0,0.0,0.0,0.0,54.94528699036161,11.727792820653194,54.85138228770789,0.0,0.0,0.17632430997867735,0.0,0.0,0.0,0.0,0.41370650074278914,0.11337873796698715,0.29659045131154643,0.0,14384.238793366982,1.4317714870725529,84.39595554935505,0.006583112110622896,0.008471731618451364,1.0046462667570975,-0.04050242107861257
2021-12-07,10282.357233048373,2.0,0.0,3.7719630613943154,0.0,0.0,0.0,0.0,56.16351035910515,11.5228107680554,57.05790297190612,0.0,0.0,0.16680524678043226,0.0,0.0,0.0,0.0,0.4144106383616876,0.11356188139414611,0.30522223346373406,0.0,14697.53045292994,1.4293930973036828,235.89456547739815,0.01639951678125476,0.023480360529168416,1.0282357233048371,-0.01797307199867415
2021-12-08,10321.612118389394,2.0,0.0,3.766592947852602,0.0,0.0,0.0,0.0,58.01580251135379,11.560671358235284,74.9838287175861,0.0,0.0,0.15044575927072829,0.0,0.0,0.0,0.0,0.3859257472000513,0.10268828625984464,0.36094020726937587,0.0,16351.153892333907,1.5841666693909222,39.25488534102053,0.0026708490563592856,0.0038176932051000177,1.0321612118389392,-0.014223994468418266
2021-12-09,10271.97126000912,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.266420443648485,11.69262840591459,74.59983406643951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44568446861665795,0.1196868643376104,0.43462866704573166,0.0,13491.472628676138,1.3134258544123067,-49.64085838027334,-0.0030359238685623516,-0.004809409403384824,1.0271971260009118,-0.018964994859053008
2021-12-10,10394.94204687222,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.15933493753108,12.221727993860126,75.38545024705498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4414649866112917,0.12325746060854409,0.4352775527801642,0.0,13738.076725634692,1.3216116707229169,122.97078686309962,0.00911470454320345,0.011971488602372725,1.0394942046872218,-0.007220545476479545
2021-12-13,10380.724219799064,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.40766356129633,12.443215610342415,75.7877233426204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44015035334221353,0.12152129678598109,0.4383283498718054,0.0,13700.498025211673,1.3198017532419206,-14.217827073155922,-0.0010349212162009294,-0.0013677639576099034,1.0380724219799062,-0.008578433432232413
2021-12-14,10328.160083481449,2.0,0.0,0.0,0.0,0.0,0.0,0.0,54.39736080154266,14.41858724029089,71.37358794048347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4515819267643401,0.14286895838528083,0.40554911485037903,0.0,13684.991756676438,1.3250173938109078,-52.56413631761461,-0.003836658800350566,-0.005063629011293721,1.0328160083481448,-0.013598624439127294
2021-12-15,10742.469356774167,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5320188976061,12.399063107304253,70.71898904654498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4511241613908259,0.13420802125943657,0.41466781734973746,0.0,13534.680924239856,1.2599226932590624,414.309273292718,0.030274718513483283,0.04011452862309446,1.0742469356774165,0.0
2021-12-16,10725.064035172105,2.0,0.0,0.0,0.0,0.0,0.0,0.0,51.61490337062795,13.244812130034187,70.86763268044055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4483981556102026,0.13563274201594983,0.41596910237384765,0.0,13538.476907058413,1.2623213122700168,-17.4053216020615,-0.0012859794552592793,-0.001620234698746093,1.0725064035172103,-0.0016202346987460592
2021-12-17,10416.708647966274,2.0,0.0,0.0,0.0,0.0,0.0,0.0,47.60306706425066,13.357498285084018,62.053105569847354,42.97957727401634,0.0,0.0,0.0,0.0,0.0,0.0,0.311332697854342,0.10409435559294287,0.2694131336539327,0.3151598128987825,17676.22632648361,1.6969108884440829,-308.35538720583054,-0.022776224336215144,-0.028750913392647393,1.0416708647966273,-0.03032456486389401
2021-12-20,10264.096865909829,2.0,0.0,3.2907670053218725,0.0,0.0,0.0,0.0,46.21232397853258,13.370101708109877,66.51105209510385,41.30941653183977,0.0,0.0937676287576819,0.0,0.0,0.0,0.0,0.2797360453239939,0.0941042498532678,0.25919103846453895,0.27320103760051734,19294.132364847537,1.8797691230807836,-152.6117820564455,-0.00863373093541989,-0.014650672032210528,1.0264096865909829,-0.044530961641764066
2021-12-21,10479.200149908578,2.0,0.0,3.295545554095726,0.0,0.0,0.0,0.0,46.83934579148492,0.0,63.09947951653318,0.0,0.0,0.15169900975995765,0.0,0.0,0.0,0.0,0.44852949949553783,0.0,0.3997714907445046,0.0,12111.698188359263,1.155784603318692,215.1032839987495,0.011148637312691626,0.02095686418482404,1.047920014990858,-0.02450732677208589
2021-12-22,10630.173489607443,2.0,0.0,3.3169903124297355,8.021067964036433,0.0,0.0,0.0,46.356958375410485,0.0,63.54523029044469,0.0,0.0,0.12189337810049682,0.20164893386100563,0.0,0.0,0.0,0.3559873459375813,0.0,0.3204703421009163,0.0,15347.151426690427,1.4437348027945662,150.9733396988646,0.012465084363146304,0.014406952585993083,1.0630173489607446,-0.01045345008090759
2021-12-23,10759.516709787791,2.0,0.0,3.311808910251141,8.119508332869097,0.0,0.0,0.0,46.55846794409893,0.0,62.01979561008535,41.30902500684058,0.0,0.09047818459880178,0.1501086391797978,0.0,0.0,0.0,0.2652445235817761,0.0,0.23352813233352043,0.2606405203061039,20850.02681752852,1.9378218724788563,129.3432201803485,0.008427832409042784,0.012167554961055038,1.0759516709787795,0.0
2021-12-27,11137.68926959731,2.0,0.0,3.3611762485671894,7.960869454051673,0.0,0.0,0.0,47.985211795840875,0.0,59.73789820155125,41.86464070008935,0.0,0.09134811746544641,0.14866826713207912,0.0,0.0,0.0,0.2708126499773973,0.0,0.2257859319553578,0.2633850334697194,21255.87614204278,1.908463742121556,378.17255980951734,0.018137749323736563,0.0351477273570753,1.1137689269597313,0.0
2021-12-28,11116.827719513109,2.0,0.0,3.457528396377002,7.957753357240908,0.0,0.0,0.0,48.80450171082501,0.0,58.627631706505824,41.992415562277145,0.0,0.09236171844050152,0.14818488071839883,0.0,0.0,0.0,0.2746471663111142,0.0,0.2231790908067118,0.2616271437232735,21313.79050057367,1.9172547275480458,-20.86155008420061,-0.0009814486095417747,-0.001873059086066093,1.1116827719513114,-0.0018730590860660534
2021-12-29,11203.572773728698,2.0,0.0,3.495576369568418,8.191539081144986,0.0,0.0,0.0,49.746389342485095,0.0,58.922163536632006,43.80936884153399,0.0,0.09088696136351561,0.14854075426023683,0.0,0.0,0.0,0.2744796162337935,0.0,0.21903239109269243,0.26706027704976165,21895.292402451723,1.9543134002569325,86.7450542155902,0.004069902733315114,0.0078030402561091155,1.1203572773728705,0.0
2021-12-30,11183.837754698588,2.0,0.0,2.8478907066350985,8.235747402600149,0.0,0.0,0.0,53.518775980252734,0.0,59.0383543747164,44.33855787676096,0.0,0.07365028141124114,0.14765258571691509,0.0,0.0,0.0,0.29430866272931844,0.0,0.2164948120930314,0.2678936580494939,22061.112831577433,1.9725887763624834,-19.73501903010862,-0.0009013361716009225,-0.0017614933582959648,1.1183837754698596,-0.0017614933582960068
2021-12-31,11174.766034871756,2.0,0.0,2.2308308335163263,8.20949539165125,0.0,0.0,0.0,53.36463153994364,0.0,58.49807040669163,44.087607700712816,0.0,0.058577115616572396,0.15061533830872598,0.0,0.0,0.0,0.2986162906097567,0.0,0.22057520035316414,0.2716160551117808,21595.718971343664,1.9325432768751027,-9.07171982683246,-0.00041120862288720236,-0.0008111455142507684,1.1174766034871764,-0.00257121004511085
2022-01-03,10914.767945561389,2.0,0.0,2.189708391157033,8.292478245781913,0.0,0.0,0.0,57.85409507061107,0.0,0.0,41.98276767400037,0.0,0.07280673215385808,0.19013741908857446,0.0,0.0,0.0,0.4119526259822176,0.0,0.0,0.32510322277534975,16973.78357009357,1.5551208834445396,-259.99808931036836,-0.012039334724413259,-0.02326653537971381,1.0914767945561397,-0.02577792227534126
2022-01-04,10725.79347490028,2.0,0.0,2.2656078985714285,8.495366938715058,0.0,0.0,0.0,56.29611945530971,0.0,0.0,0.0,0.0,0.11079193556021434,0.2897630741376493,0.0,0.0,0.0,0.5994449903021364,0.0,0.0,0.0,11328.864050095157,1.0562261968409274,-188.97447066110948,-0.011133314495305996,-0.01731364987360616,1.0725793474900287,-0.042645262228203196
2022-01-05,10614.005955167093,2.0,0.0,1.6229124742245309,8.672313516882275,0.0,0.0,0.0,60.79561390698986,0.0,0.0,0.0,0.0,0.07260253580417109,0.2862834677631294,0.0,0.0,0.0,0.6411139964326995,0.0,0.0,0.0,11499.251961124959,1.0834035716295138,-111.78751973318663,-0.009867495914760152,-0.010422307682390504,1.06140059551671,-0.052623107866454966
2022-01-06,10419.79999253216,2.0,0.0,1.5942685171844575,7.9441163895913744,0.0,0.0,0.0,58.17101757072491,0.0,0.0,0.0,0.0,0.07652747404382228,0.26796146703352725,0.0,0.0,0.0,0.6555110589226505,0.0,0.0,0.0,10710.471402740954,1.0278960642639126,-194.20596263493337,-0.016888573560391324,-0.018297140915055736,1.0419799992532168,-0.06995739636149001
2022-01-07,10341.132174441174,2.0,0.0,1.618486436374065,7.954729316717904,0.0,0.0,0.0,56.95217392565615,0.0,0.0,0.0,0.0,0.0787110501498783,0.2684175573944267,0.0,0.0,0.0,0.652871392455695,0.0,0.0,0.0,10501.207152480452,1.015479444159404,-78.66781809098642,-0.007344944506443857,-0.007549839550410486,1.0341132174441183,-0.07697906879400662
2022-01-10,10459.479732160838,2.0,0.0,1.7084320311919534,8.033603958110842,0.0,0.0,0.0,58.28328746039732,0.0,0.0,0.0,0.0,0.08274335143875397,0.26378660023181916,0.0,0.0,0.0,0.6534700483294269,0.0,0.0,0.0,10857.003354806697,1.038006060800859,118.34755771966476,0.011269900307767073,0.011444352100263204,1.0459479732160848,-0.06641569226137245
2022-01-11,10512.785408636768,2.0,0.0,0.3410173089573563,8.023998792633474,0.0,0.0,0.0,62.208672238525324,0.0,0.0,0.0,0.0,0.016947960216504535,0.2698039279448006,0.0,0.0,0.0,0.713248111838695,0.0,0.0,0.0,10662.148396053613,1.0142077462452659,53.30567647592956,0.0049097964451055775,0.005096398467318101,1.0512785408636776,-0.06165777462630129
2022-01-12,10554.848612919697,2.0,0.0,-0.35827485802696224,8.160697318126305,0.0,0.0,0.0,62.42017633008469,0.0,0.0,0.0,0.0,-0.017679089205161046,0.2733917953951467,0.0,0.0,0.0,0.7089291153996923,0.0,0.0,0.0,10788.722326416218,1.0221579410632424,42.06320428292863,0.00394509649654637,0.0040011474264823885,1.0554848612919705,-0.057903329046087415
2022-01-13,10303.84230771152,2.0,86.69416577822646,-0.3582128517373543,7.793551581248213,0.0,0.0,0.0,55.15848908603805,0.0,0.0,0.0,0.3498924438025672,-0.0126375191517537,0.1841914995650175,0.0,0.0,0.0,0.4532785374806616,0.0,0.0,0.0,14651.62818627854,1.421957726906698,-251.00630520817674,-0.02326561919140202,-0.02378113741024495,1.0303842307711528,-0.08030745943177675
2022-01-14,10410.50485955421,2.0,86.9165078074215,-0.3617160204787879,7.9424682238096,0.0,0.0,0.0,55.142968783234444,0.0,0.0,0.0,0.3501411181258333,-0.012702521225710672,0.18140902301933148,0.0,0.0,0.0,0.4557473376291245,0.0,0.0,0.0,14824.564988653587,1.4240005829350713,106.66255184268975,0.007279911180286522,0.01035172595400288,1.041050485955422,-0.07078705428987375
2022-01-18,10387.30744827548,2.0,86.21889608356415,-0.38059853923549436,8.16273530317428,0.0,0.0,0.0,55.10540427679305,0.0,0.0,40.59918582046093,0.25963196492782303,-0.0099134653354001,0.13822463562442006,0.0,0.0,0.0,0.3448755754649756,0.0,0.0,0.24735435864738117,19708.190601588016,1.8973339048378708,-23.197411278730762,-0.0015647954119723403,-0.0022282695788227373,1.038730744827549,-0.07285759122904789
