date,capital,strat scalar,AFL units,ADBE units,ACN units,A units,AES units,MMM units,ABBV units,AMD units,AOS units,ABT units,AFL w,ADBE w,ACN w,A w,AES w,MMM w,ABBV w,AMD w,AOS w,ABT w,nominal,leverage,daily pnl,nominal ret,capital ret,cum ret,drawdown
2022-01-19,10180.17981087514,2.0,85.72708289986807,-0.37056007030601834,8.077939630357205,0.0,0.0,0.0,52.298465347343964,0.0,0.0,40.92627604147622,0.2620768903087905,-0.010002029142263568,0.13902426677363652,0.0,0.0,0.0,0.3331823889248205,0.0,0.0,0.25571442485048884,19138.509269347654,1.8799775274011008,-207.1276374003394,-0.010509723677203,-0.019940455063234594,1.018017981087515,-0.09134523276836415
2022-01-20,9950.606467281343,2.0,81.89247120217637,-0.39745420030709583,8.015397815172225,0.0,0.0,0.0,48.63605448532046,0.0,0.0,42.112754749048335,0.2571467035131285,-0.011048185476747302,0.1432204337067764,0.0,0.0,0.0,0.3174758697616287,0.0,0.0,0.271108807541719,18377.631429167923,1.8468855631659777,-229.5733435937984,-0.011995361831105849,-0.022551010675523914,0.9950606467281351,-0.11183631612457046
2022-01-21,9820.027138829977,2.0,78.66059559951131,-0.41090155108516196,8.089506808649418,12.997449847755643,0.0,0.0,52.00265609735248,0.0,0.0,43.31725205438634,0.21894660610714112,-0.010077266439099512,0.1276332889254368,0.08604237509417315,0.0,0.0,0.303626141840783,0.0,0.0,0.25367432159336634,20383.880603846097,2.075745852396368,-130.57932845136534,-0.007105340476255096,-0.01312275074697441,0.9820027138829986,-0.12349146677058231
2022-01-24,9817.121626680713,2.0,77.76948730865773,-0.5090842856651042,10.113587823778056,7.9494611907523876,0.0,0.0,53.310532826243595,0.0,0.0,43.29161639115548,0.21718585249056446,-0.012890254545225058,0.16007572861089256,0.05249929651867041,0.0,0.0,0.30956935269091984,0.0,0.0,0.24777951514372767,20523.31280882491,2.090563159882546,-2.9055121492644957,-0.00014253969623017997,-0.0002958761832516343,0.9817121626680722,-0.12375080476998168
2022-01-25,9811.373486561826,2.0,0.0,-0.5102854137282513,10.223452050814979,7.883674522925688,0.0,0.0,56.70040755239408,0.0,48.88670186849491,44.262676927669894,0.0,-0.012790506021350912,0.16360400842881467,0.05190774592411324,0.0,0.0,0.339291009361008,0.0,0.17432232554918983,0.2580844047155233,20056.33579970585,2.0441924698082343,-5.748140118887729,-0.0002800785707663812,-0.0005855219419167531,0.9811373486561834,-0.1242638679003758
2022-01-26,9646.96526353414,2.0,0.0,-1.5159300126109025,10.41001331914641,2.6029510140079744,0.0,0.0,55.65822256126036,0.0,49.42170880303201,42.58344891101513,0.0,-0.03897048848331264,0.16891653336861476,0.017505328589804983,0.0,0.0,0.3458239320560757,0.0,0.1797963564081826,0.24898736109400932,19481.226319237834,2.019414996017197,-164.4082230276849,-0.008197321019629888,-0.016756901900928177,0.964696526353415,-0.13893849235706757
2022-01-27,9844.964572760755,2.0,0.0,-1.585392439598757,10.729842533516468,2.8745673895760433,0.0,0.0,55.4325835748747,24.130511846662106,50.459930893953185,43.248168282209356,0.0,-0.03485573372268662,0.15283447968780278,0.016614820034538742,0.0,0.0,0.30307287962188,0.11039779072463198,0.16187930068535436,0.22034499552310532,22426.087174359498,2.277924619089889,197.99930922661412,0.010163595760452067,0.02052451769211371,0.9844964572760762,-0.1212656202094522
2022-01-28,10276.013333403036,2.0,0.0,-1.4100279179164052,10.843268358303265,-2.600320258962135,0.0,0.0,57.732689685961105,24.555204719545486,53.19416865284931,38.49088189350953,0.0,-0.03203372647877746,0.15618821581504808,-0.015334166879966526,0.0,0.0,0.3148163223676034,0.11330270535783857,0.1676391953300866,0.20068566777067948,22807.837501036418,2.2195219839680087,431.0487606422805,0.019220863510024763,0.04378367818965191,1.0276013333403042,-0.08279139691051951
2022-01-31,10650.233931693376,2.0,0.0,-1.3697912224455264,10.075410870309943,-2.5891336709703583,0.0,0.0,59.4996494117222,23.442432227448972,54.74567192503641,37.71115836970093,0.0,-0.031730481095327084,0.14799789843492478,-0.015346588972071062,0.0,0.0,0.31843119161850963,0.11611704938004623,0.17268021578187304,0.19769657471724802,23065.50068474517,2.16572714108241,374.22059829034026,0.016407544041531167,0.036416904703101736,1.0650233931693385,-0.049389498618944705
2022-02-01,10653.651333609361,2.0,0.0,-1.3772666763230161,10.82683543808398,-2.5277804141775158,0.0,0.0,60.578127596953756,22.94191908599044,58.32316576825621,39.368264139030344,0.0,-0.030932661328958177,0.1536424940806061,-0.014659132882153744,0.0,0.0,0.3136024218551344,0.112266165290408,0.17582875296824926,0.1990683715944903,23864.33415558728,2.2400145648001284,3.4174019159856694,0.00014816075153511706,0.0003208757608427704,1.065365133360937,-0.049084470751048825
2022-02-02,11023.647811007351,2.0,0.0,-1.4393526744028422,10.689442908247392,-2.446293120907644,0.0,0.0,60.32445685552101,22.58230002893203,61.71456516077423,37.38037096016495,0.0,-0.03178792854377171,0.1525387663343349,-0.014344833313494645,0.0,0.0,0.312396439395623,0.11484696207229876,0.18304114327858542,0.19104392706189147,24138.23709196181,2.1896778186127515,369.99647739798945,0.015504160936807974,0.03472954631345507,1.102364781100736,-0.01605960583781374
2022-02-03,10910.51439749123,2.0,0.0,-1.4164383503333513,10.405360633452238,-2.4660512627256597,0.0,0.0,56.74935799279489,0.0,61.88934946994291,37.15830518998476,0.0,-0.03501243344621138,0.16671867715068153,-0.01660361911858812,0.0,0.0,0.348488323848746,0.0,0.21123822588917654,0.22193872054659639,20665.778189705423,1.8941158442957853,-113.13341351612168,-0.004686896275196327,-0.010262792811936124,1.0910514397491238,-0.02615758224239506
2022-02-04,10879.49807484959,2.0,0.0,-1.4028599181549217,10.238728830349922,-2.476973204180921,0.0,0.0,56.60807354464356,0.0,62.13369352649914,37.17700284961411,0.0,-0.03500648653028587,0.16566427352070742,-0.016667735033094846,0.0,0.0,0.3488754982956823,0.0,0.21149283907588726,0.22229316754434242,20579.747439705046,1.891608169615818,-31.01632264164062,-0.001500854328199986,-0.0028427919630235002,1.0879498074849598,-0.02892601364084768
2022-02-07,10909.607083161116,2.0,0.0,-2.369305511054275,10.407232283395416,-2.4982136667139154,0.0,0.0,54.91073480194946,0.0,62.385916122915,37.45728049166314,0.0,-0.0572940732386225,0.16357095072273448,-0.016409888195742656,0.0,0.0,0.3365510110479021,0.0,0.20918936835864774,0.21698470843635057,20970.316320725302,1.922188045900645,30.10900831152715,0.0014630407102779854,0.0027674997600423664,1.0909607083161126,-0.02623856661661539
2022-02-08,10999.068353787543,2.0,0.0,-2.358328408012803,10.470603328552652,0.0,0.0,3.6660519509172076,0.0,0.0,64.67941997742355,37.64717073169374,0.0,-0.08452313360648592,0.2426799756037952,0.0,0.0,0.030509949246578377,0.0,0.0,0.3202190815721945,0.32206785997094606,14266.353376785573,1.2970510699547508,89.46127062642691,0.0042660906615896626,0.008200228472436023,1.0999068353787553,-0.018253500385224886
2022-02-09,11176.734727098094,2.0,0.0,-2.327206105764576,9.696914335395203,0.0,0.0,3.7677722506601,0.0,0.0,67.41299450231091,0.0,0.0,-0.12441497714435307,0.3384957441184033,0.0,0.0,0.04618411693908362,0.0,0.0,0.4909051617981601,0.0,9759.434222086167,0.8731918990995046,177.6663733105508,0.01245352393973722,0.016152856550743264,1.1176734727098103,-0.002395490007753076
2022-02-10,10950.790064813364,2.0,0.0,-2.599289118073817,9.498686357524058,0.0,0.0,3.638386670207527,0.0,0.0,64.56975723422897,0.0,0.0,-0.13883099765448947,0.33624960130925813,0.0,0.0,0.04584318730986222,0.0,0.0,0.47907621372639014,0.0,9268.103610942026,0.8463410910160648,-225.94466228472922,-0.023151409922247644,-0.020215623596838532,1.0950790064813374,-0.022562687280264893
2022-02-11,10828.182158528372,2.0,0.0,-2.5421440505639294,10.092736906075352,0.0,0.0,3.603970147045178,0.0,0.0,65.31406910260533,0.0,0.0,-0.1303598333453834,0.3444317426847317,0.0,0.0,0.04547647187624725,0.0,0.0,0.47973195209363756,0.0,9242.877869877695,0.8535946047599432,-122.6079062849906,-0.013229017653647968,-0.011196261234059203,1.0828182158528383,-0.033506330773391935
2022-02-14,10789.57759674054,2.0,0.0,-2.5333938426544047,10.236507783720265,0.0,0.0,3.705135074306666,0.0,0.0,65.16562209920708,0.0,0.0,-0.12986589679107977,0.3459516707438846,0.0,0.0,0.0462846083196383,0.0,0.0,0.4778978241453971,0.0,9246.8775080239,0.8570194175921511,-38.60456178783083,-0.004176682017366304,-0.0035651932358217522,1.0789577596740552,-0.036952067465383154
2022-02-15,10882.33678808862,2.0,0.0,-2.596853135117736,10.173764154934565,0.0,0.0,3.785211552998553,0.0,0.0,61.86605648368272,0.0,0.0,-0.13594277155445467,0.350595681941122,0.0,0.0,0.04753271114719675,0.0,0.0,0.4659288353572266,0.0,9159.671117858354,0.8417007574957771,92.75919134807879,0.010031406955222186,0.00859711054639437,1.0882336788088631,-0.02867263792790642
2022-02-16,10916.05215366383,2.0,0.0,-2.6260014409268297,9.979630113652938,0.0,0.0,3.903249980755549,0.0,0.0,63.298468632420246,0.0,0.0,-0.13564553397095294,0.34508016122786506,0.0,0.0,0.04801954905711165,0.0,0.0,0.47125475574407033,0.0,9247.93381443029,0.8471866645787636,33.715365575209795,0.003680848923655754,0.003098173327268564,1.0916052153663842,-0.025663297402688467
2022-02-17,10772.79315525191,2.0,0.0,-2.5947101222577644,9.928704690238549,0.0,0.0,3.6977671891201833,0.0,0.0,63.33378966517828,35.67562004765706,0.0,-0.09114235151744403,0.23576702076458989,0.0,0.0,0.031134175351489976,0.0,0.0,0.32876779595185873,0.31318865641461746,13030.437860270731,1.2095691129016233,-143.2589984119209,-0.015490919516355365,-0.013123700436319176,1.077279315525192,-0.038450200411686564
2022-02-18,10673.633236170965,2.0,0.0,-2.642138587799153,9.56048114968555,0.0,0.0,3.7802376347543345,0.0,0.0,62.4721783640016,35.893376153413115,0.0,-0.09181797913721099,0.23104479016724824,0.0,0.0,0.03234337840028682,0.0,0.0,0.3325181576117126,0.3122756946835412,12735.031395305197,1.193129941185213,-99.159919080945,-0.0076098685358287,-0.009204661934180295,1.0673633236170974,-0.04730094124977591
2022-02-22,10606.749150310065,2.0,0.0,-3.7299339160799185,8.685193352680995,-2.5610306682210133,0.0,3.7872248197877414,0.0,0.0,64.69724484261803,35.35716225800206,0.0,-0.1232260852613372,0.20138737953842709,-0.024713240427402607,0.0,0.030913721511660507,0.0,0.0,0.3227288134033776,0.29703075985779487,13269.942014110056,1.251084741051139,-66.8840858608996,-0.005251976519316343,-0.006266290435598028,1.0606749150310075,-0.053270830249625645
2022-02-23,10468.893625679357,2.0,0.0,-3.7424467362364564,8.649777263990426,-7.71632759233866,0.0,3.7825327924016587,0.0,0.0,64.02003044510347,28.79535910212786,0.0,-0.12458121787896757,0.20119792534208478,-0.07395581135740129,0.0,0.03124605421307721,0.0,0.0,0.3207411567206587,0.2482778344878105,12900.771271334994,1.232295573210376,-137.85552463070746,-0.010388555163551166,-0.012996962846686885,1.0468893625679367,-0.06557543409474598
2022-02-24,10379.879225441551,2.0,0.0,-2.864470198235462,8.459962461857275,-12.235852780821203,0.0,0.0,0.0,0.0,52.17140229565897,27.737939076751026,0.0,-0.1114554696902653,0.21501302615557552,-0.12908245796015214,0.0,0.0,0.0,0.0,0.2823750571727568,0.26207398902125023,11920.44313318811,1.1484182883333138,-89.014400237806,-0.006899928567495224,-0.008502751429192176,1.0379879225441562,-0.07352061390796916
2022-02-25,10536.910287910157,2.0,0.0,-2.897339225687229,7.304893185575331,-10.709249053522736,0.0,0.0,0.0,0.0,48.89112629767376,22.749348075049177,0.0,-0.12393526538943628,0.20742619705375126,-0.1291317844112466,0.0,0.0,0.0,0.0,0.29676601306406,0.24274074008150595,10883.3214149791,1.0328759681541948,157.03106246860708,0.013173257127615608,0.015128409402270943,1.0536910287910168,-0.059504454452404265
2022-02-28,10444.364592518035,2.0,0.0,-2.8769570879723565,7.395316253272569,-10.697976680844421,0.0,0.0,0.0,0.0,43.99890294728377,22.765734265821614,0.0,-0.12898740244634346,0.21468636794076054,-0.1311951798057538,0.0,0.0,0.0,0.0,0.27539318430781995,0.24973786549932225,10431.214555166747,0.99874094424464,-92.54569539212127,-0.00850344227312329,-0.008783001170495524,1.0444364592518047,-0.06776482792979466
2022-03-01,10263.070117117783,2.0,0.0,-2.9507343839274647,7.3812124736138855,-10.31869070780473,0.0,0.0,0.0,0.0,45.9696571991682,22.634061963362278,0.0,-0.13281080630782002,0.21238734284342123,-0.12884244967188221,0.0,0.0,0.0,0.0,0.28123792539601383,0.2447214757808626,10368.49891181154,1.010272637085263,-181.2944754002529,-0.01737999678191401,-0.017358114396937605,1.0263070117117794,-0.08394667269143807
2022-03-02,10454.957809017675,2.0,0.0,-3.0283016159221607,7.1814448705822995,-10.652248794887063,0.0,0.0,0.0,0.0,42.67229985490203,22.13014009769907,0.0,-0.1377870515270475,0.21153382352332362,-0.1344139331828226,0.0,0.0,0.0,0.0,0.2722555264004334,0.244009665366373,10355.654739663005,0.9905018201729118,191.88769189989154,0.018506795779406157,0.018696909376059074,1.0454957809017686,-0.06681930664711244
